metier,competences
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,"Assister techniquement des collaborateurs. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Former un public à l'utilisation d'un équipement. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Installer, entretenir et dépanner des équipements informatiques. Procédures d'entretien de matériel informatique. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné. Réaliser une configuration standard sur un poste de travail. Système d'exploitation Windows. Évaluer les coûts d'une prestation. Évaluer les délais d'une prestation. Changer ou réparer un élément ou un ensemble défectueux. Démonter un équipement. Déployer des modes de fonctionnement dégradés (solution d'attente) d'un équipement informatique ou bureautique. Electricité. Informatique. Installer ou configurer un serveur réseau. Intervenir à distance dans le cadre d'une organisation. Intégrer des composants d'équipements informatiques ou bureautiques. Logiciels de gestion de parc informatique. Procédures de déploiement d'installation. Protection des données numériques. Renseigner un système de suivi de stocks. Règles de sécurité Informatique et Télécoms. Réaliser les opérations de nettoyage et de réglage sur les matériels et équipements. Réaliser un câblage réseau de matériels informatiques ou bureautiques"
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,"Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier les phases d'intervention à partir des informations du diagnostic help desk, de la hot line, des dossiers constructeur. Installer ou configurer un équipement dans l'environnement client. Installer, entretenir et dépanner des équipements informatiques. Technologie des fibres optiques"
Technicien de maintenance informatique,Permis. Changer ou réparer un élément ou un ensemble défectueux. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,"Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Démonter un équipement. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Installer ou configurer un serveur réseau. Installer, entretenir et dépanner des équipements informatiques. Intervenir sur sites/clients dans le cadre d'une organisation"
